temperature_c,humidity_pct,rainfall_mm,estimated_soil_moisture_pct,soil_type,growth_stage,irrigation_label
40.9,57.6,14.4,56.2,sandy,flowering,MEDIUM
25.5,80.5,0.0,30.4,loamy,flowering,MEDIUM
30.0,82.1,0.0,37.2,sandy,seedling,HIGH
35.4,27.9,0.0,58.6,clay,vegetative,MEDIUM
32.8,75.5,0.0,51.4,clay,vegetative,LOW
35.0,76.4,0.0,47.1,clay,fruiting,MEDIUM
27.2,35.2,0.7,61.8,loamy,vegetative,MEDIUM
32.9,75.8,0.0,42.0,loamy,vegetative,MEDIUM
38.2,51.5,0.0,59.5,loamy,vegetative,MEDIUM
28.6,41.8,35.9,60.2,clay,seedling,LOW
18.4,91.0,0.0,27.3,loamy,seedling,MEDIUM
30.0,89.3,0.0,37.2,sandy,vegetative,MEDIUM
32.6,61.6,0.0,51.9,loamy,fruiting,MEDIUM
21.8,62.9,0.0,71.5,loamy,vegetative,LOW
36.5,31.3,1.8,41.5,clay,fruiting,MEDIUM
38.3,79.2,0.0,14.6,clay,vegetative,MEDIUM
39.7,45.7,0.0,49.9,sandy,flowering,HIGH
22.1,80.2,10.1,46.8,sandy,flowering,LOW
25.3,75.1,3.5,33.0,sandy,seedling,HIGH
38.2,93.5,1.4,19.9,sandy,fruiting,HIGH
36.1,81.7,1.0,48.2,loamy,fruiting,MEDIUM
31.9,81.0,11.1,40.7,loamy,fruiting,LOW
21.1,82.4,8.5,51.1,clay,vegetative,LOW
18.3,52.4,6.1,27.7,loamy,fruiting,MEDIUM
26.1,89.6,9.5,53.5,loamy,flowering,LOW
27.8,87.2,18.4,94.2,sandy,fruiting,LOW
28.4,49.0,0.0,44.6,sandy,flowering,HIGH
27.1,57.4,0.0,62.2,loamy,fruiting,LOW
31.4,74.7,0.0,36.2,clay,flowering,MEDIUM
35.5,61.9,0.0,62.7,clay,seedling,MEDIUM
27.1,43.1,11.2,48.0,sandy,flowering,LOW
23.4,56.5,0.0,43.1,loamy,flowering,MEDIUM
39.2,80.2,1.4,52.8,loamy,flowering,MEDIUM
40.0,85.5,5.0,49.6,loamy,seedling,MEDIUM
19.8,83.9,0.0,64.0,loamy,fruiting,LOW
39.9,31.5,0.0,55.4,loamy,vegetative,MEDIUM
28.9,77.4,0.0,70.9,clay,vegetative,LOW
19.8,45.1,3.1,50.3,clay,flowering,LOW
30.7,76.4,7.4,26.9,clay,vegetative,LOW
36.2,45.7,0.0,73.9,loamy,seedling,MEDIUM
30.3,30.0,0.0,25.5,clay,seedling,MEDIUM
40.4,65.7,0.0,53.1,sandy,seedling,HIGH
19.2,44.1,7.0,71.9,loamy,seedling,LOW
40.0,29.1,0.0,32.7,clay,seedling,HIGH
30.2,90.0,0.0,32.7,clay,fruiting,MEDIUM
35.4,82.3,0.0,47.1,loamy,vegetative,MEDIUM
18.6,71.4,0.0,47.9,clay,flowering,MEDIUM
22.5,73.9,3.0,45.2,loamy,vegetative,LOW
32.1,34.7,0.0,87.2,sandy,seedling,MEDIUM
27.7,45.2,0.0,37.2,clay,seedling,MEDIUM
37.7,36.4,0.0,23.3,sandy,vegetative,HIGH
39.8,64.9,0.0,45.4,clay,seedling,MEDIUM
38.7,62.0,6.4,45.4,clay,seedling,MEDIUM
37.9,59.4,0.0,55.7,sandy,vegetative,HIGH
26.7,47.5,0.0,71.4,loamy,vegetative,LOW
30.1,51.9,0.0,30.0,sandy,vegetative,HIGH
37.5,89.3,0.0,42.1,loamy,flowering,HIGH
32.2,87.9,6.0,57.6,loamy,seedling,MEDIUM
38.0,74.0,0.0,13.3,clay,fruiting,MEDIUM
25.7,36.8,1.8,55.4,loamy,fruiting,MEDIUM
28.0,76.1,1.8,58.2,clay,flowering,MEDIUM
21.8,84.7,0.0,46.2,loamy,vegetative,LOW
29.0,88.5,0.0,33.5,sandy,flowering,HIGH
37.2,89.0,2.1,62.7,sandy,fruiting,MEDIUM
33.4,58.4,12.7,66.9,loamy,flowering,LOW
31.8,33.4,1.2,39.3,sandy,flowering,HIGH
25.9,54.4,0.0,46.1,loamy,vegetative,MEDIUM
42.0,61.0,1.3,23.9,loamy,seedling,HIGH
19.7,45.0,0.9,47.6,loamy,vegetative,MEDIUM
24.9,32.3,8.0,85.8,clay,fruiting,LOW
21.5,87.6,0.0,54.9,sandy,fruiting,MEDIUM
37.0,51.6,3.1,78.7,sandy,vegetative,MEDIUM
35.9,34.3,0.0,10.6,clay,fruiting,MEDIUM
40.3,45.0,6.9,63.2,sandy,seedling,MEDIUM
39.9,30.1,3.9,29.8,loamy,flowering,HIGH
18.9,88.6,0.0,55.3,sandy,seedling,LOW
30.4,39.6,0.0,22.0,sandy,seedling,HIGH
33.2,54.8,0.0,14.0,clay,flowering,HIGH
33.7,91.7,12.9,65.2,loamy,seedling,LOW
39.7,52.5,0.0,29.3,loamy,vegetative,HIGH
22.2,63.1,13.3,73.3,clay,seedling,LOW
23.0,52.0,0.0,34.6,sandy,fruiting,HIGH
33.7,73.9,25.1,47.2,loamy,vegetative,LOW
26.8,71.9,0.0,78.3,clay,flowering,LOW
40.0,48.6,0.0,27.0,loamy,seedling,HIGH
26.5,88.9,0.0,33.5,clay,fruiting,MEDIUM
33.2,67.5,2.7,76.3,loamy,fruiting,LOW
34.2,25.7,1.8,43.1,loamy,seedling,MEDIUM
23.9,65.6,8.3,61.6,clay,vegetative,LOW
25.8,33.6,0.0,50.4,sandy,fruiting,MEDIUM
32.1,76.1,0.0,48.5,clay,fruiting,MEDIUM
19.7,47.8,0.9,67.4,sandy,flowering,MEDIUM
23.0,80.0,1.0,53.6,loamy,flowering,LOW
24.6,40.5,0.0,76.2,loamy,seedling,LOW
20.5,68.4,0.0,41.9,clay,seedling,MEDIUM
34.3,91.3,21.7,82.1,loamy,flowering,LOW
28.2,84.2,0.0,48.6,sandy,fruiting,MEDIUM
26.1,48.9,0.0,24.7,loamy,vegetative,MEDIUM
20.5,28.5,0.0,42.5,sandy,seedling,HIGH
40.0,66.1,0.0,58.9,loamy,vegetative,MEDIUM
29.7,34.3,0.0,72.7,loamy,fruiting,MEDIUM
24.7,44.4,30.4,59.2,sandy,flowering,LOW
40.8,94.0,0.0,56.3,loamy,seedling,MEDIUM
39.7,33.9,1.4,88.5,clay,fruiting,MEDIUM
20.3,58.4,0.0,92.3,clay,vegetative,LOW
31.9,84.7,2.3,61.4,sandy,seedling,MEDIUM
24.4,25.8,0.0,43.6,sandy,seedling,HIGH
18.9,60.8,0.0,38.5,clay,vegetative,LOW
27.6,46.2,1.6,40.8,loamy,fruiting,MEDIUM
23.0,62.8,0.0,38.9,sandy,flowering,HIGH
38.8,30.2,39.8,82.4,loamy,fruiting,LOW
30.9,35.8,0.0,33.9,sandy,seedling,HIGH
30.3,48.5,0.0,44.1,loamy,seedling,HIGH
36.2,49.5,7.9,32.1,loamy,seedling,MEDIUM
34.4,38.7,0.0,50.0,loamy,seedling,MEDIUM
28.7,40.2,17.3,48.8,sandy,fruiting,LOW
37.7,47.6,3.2,16.7,clay,vegetative,MEDIUM
24.1,51.8,8.4,36.0,clay,vegetative,LOW
38.0,87.3,2.3,45.0,sandy,seedling,HIGH
32.1,51.5,0.0,56.6,clay,vegetative,LOW
35.7,93.2,2.2,29.6,loamy,seedling,MEDIUM
38.1,86.6,0.0,77.1,loamy,seedling,MEDIUM
25.3,53.2,11.1,37.2,sandy,vegetative,MEDIUM
24.3,88.4,0.6,24.7,sandy,vegetative,MEDIUM
38.0,39.3,19.0,87.3,clay,seedling,LOW
40.9,41.1,0.0,39.1,loamy,seedling,HIGH
24.9,44.2,0.0,55.8,loamy,vegetative,MEDIUM
41.8,49.9,0.0,21.8,clay,seedling,HIGH
26.1,40.9,0.0,52.5,sandy,seedling,HIGH
21.5,32.0,0.0,18.1,loamy,vegetative,MEDIUM
40.0,27.9,0.0,35.0,sandy,vegetative,HIGH
25.1,35.5,0.0,41.9,loamy,flowering,MEDIUM
33.5,77.6,2.0,37.3,clay,fruiting,MEDIUM
28.2,87.3,0.0,80.7,loamy,seedling,LOW
37.5,83.9,0.0,74.3,clay,vegetative,LOW
27.0,36.1,7.0,25.2,loamy,vegetative,MEDIUM
28.0,53.4,0.0,55.8,sandy,vegetative,MEDIUM
37.8,32.6,2.8,21.3,loamy,seedling,HIGH
29.2,70.4,16.6,52.4,sandy,flowering,LOW
36.4,53.7,0.0,39.1,sandy,fruiting,HIGH
33.9,32.9,0.0,81.1,sandy,flowering,MEDIUM
20.7,89.2,0.0,5.9,clay,vegetative,MEDIUM
40.8,51.0,0.0,43.1,loamy,vegetative,MEDIUM
34.1,79.4,0.0,8.2,clay,seedling,HIGH
36.1,47.0,0.0,75.7,sandy,seedling,HIGH
29.9,58.8,0.0,51.7,clay,fruiting,MEDIUM
36.7,81.6,0.0,8.7,sandy,seedling,HIGH
31.4,59.9,3.2,58.6,loamy,seedling,MEDIUM
31.1,93.7,0.0,72.5,sandy,seedling,MEDIUM
32.9,58.9,13.0,27.5,sandy,seedling,MEDIUM
19.0,41.3,0.0,41.2,clay,flowering,MEDIUM
33.5,46.5,12.0,31.0,loamy,fruiting,MEDIUM
19.9,74.0,0.0,45.2,clay,vegetative,LOW
38.5,92.3,0.0,66.6,sandy,vegetative,MEDIUM
24.6,87.8,5.8,78.7,clay,flowering,LOW
30.7,58.6,0.0,71.8,clay,fruiting,MEDIUM
39.6,40.7,0.0,43.0,loamy,vegetative,MEDIUM
36.0,51.8,5.8,40.9,sandy,seedling,HIGH
35.9,54.9,0.0,65.5,clay,vegetative,MEDIUM
32.6,73.7,12.9,61.0,clay,fruiting,LOW
39.2,32.1,0.0,49.0,clay,seedling,MEDIUM
22.8,65.6,0.0,50.0,clay,flowering,MEDIUM
30.4,27.5,0.0,79.3,loamy,fruiting,MEDIUM
33.9,35.8,0.0,26.1,sandy,vegetative,HIGH
21.0,51.4,30.1,77.9,sandy,seedling,LOW
22.3,83.4,0.0,34.9,clay,seedling,MEDIUM
34.0,33.5,0.0,41.2,clay,flowering,MEDIUM
25.0,81.5,0.0,72.6,clay,vegetative,LOW
36.7,26.0,0.0,60.6,loamy,vegetative,MEDIUM
22.6,64.4,10.1,33.8,loamy,seedling,MEDIUM
21.9,33.2,0.0,60.0,sandy,seedling,MEDIUM
23.9,59.6,0.0,51.2,sandy,fruiting,MEDIUM
26.0,37.6,0.0,39.1,loamy,vegetative,MEDIUM
24.2,83.6,7.3,67.1,sandy,seedling,LOW
32.9,60.1,7.2,64.7,sandy,flowering,MEDIUM
26.6,73.7,0.0,48.3,loamy,vegetative,MEDIUM
28.2,50.2,0.0,65.1,loamy,flowering,MEDIUM
41.9,92.9,6.4,53.8,loamy,fruiting,MEDIUM
24.7,69.8,9.5,65.4,sandy,seedling,LOW
26.7,71.4,0.0,37.5,clay,seedling,MEDIUM
22.0,60.2,5.4,44.7,clay,vegetative,LOW
24.8,69.7,0.0,46.5,sandy,seedling,MEDIUM
23.6,71.3,0.0,68.5,loamy,seedling,LOW
33.6,55.9,0.0,28.7,sandy,vegetative,HIGH
31.1,79.2,35.7,80.1,clay,fruiting,LOW
32.4,34.1,3.8,69.1,clay,flowering,LOW
27.6,75.2,0.0,44.1,loamy,vegetative,MEDIUM
39.3,38.8,0.0,50.9,clay,flowering,MEDIUM
24.6,70.2,0.0,20.9,sandy,seedling,HIGH
30.4,70.2,0.0,39.6,loamy,vegetative,MEDIUM
26.6,84.4,0.0,51.9,sandy,vegetative,MEDIUM
28.8,67.4,3.0,10.2,clay,fruiting,MEDIUM
40.4,28.8,0.0,49.0,sandy,fruiting,HIGH
29.6,54.6,0.0,59.6,sandy,seedling,HIGH
29.5,65.0,8.1,82.7,loamy,fruiting,LOW
29.1,78.0,0.0,65.0,sandy,fruiting,MEDIUM
34.8,89.1,30.5,72.3,sandy,vegetative,LOW
21.6,78.5,0.0,52.7,clay,fruiting,LOW
32.5,88.4,0.0,56.8,sandy,fruiting,MEDIUM
42.0,53.9,29.7,82.0,loamy,vegetative,LOW
24.0,81.9,0.0,31.0,loamy,vegetative,MEDIUM
30.6,73.1,0.0,45.0,clay,flowering,MEDIUM
33.2,38.3,0.0,31.2,loamy,vegetative,HIGH
23.9,76.7,3.8,37.2,loamy,vegetative,LOW
35.4,39.8,2.6,20.7,sandy,seedling,HIGH
27.8,62.2,25.7,65.7,loamy,vegetative,LOW
26.2,41.0,0.0,63.0,sandy,fruiting,MEDIUM
37.2,37.7,5.3,25.8,loamy,fruiting,HIGH
28.5,38.9,23.7,88.2,sandy,flowering,LOW
36.3,71.3,0.0,40.6,sandy,flowering,HIGH
35.7,92.3,0.0,35.7,clay,vegetative,LOW
39.6,36.2,36.2,83.1,clay,vegetative,LOW
21.9,36.0,0.0,60.4,clay,vegetative,LOW
38.7,64.9,4.4,31.8,sandy,fruiting,HIGH
26.4,68.7,0.0,33.6,clay,fruiting,MEDIUM
21.0,73.9,20.8,77.6,sandy,fruiting,LOW
24.6,40.3,37.4,87.8,loamy,flowering,LOW
37.8,39.6,2.2,42.4,sandy,fruiting,HIGH
35.2,93.6,1.2,40.6,clay,vegetative,MEDIUM
28.0,61.9,10.0,54.6,sandy,flowering,LOW
40.7,88.1,0.0,40.9,loamy,vegetative,MEDIUM
25.8,71.7,9.6,48.9,clay,vegetative,LOW
21.1,30.3,6.9,35.6,clay,seedling,MEDIUM
19.3,33.4,0.0,27.9,loamy,seedling,HIGH
29.2,81.1,0.0,66.2,sandy,fruiting,MEDIUM
34.4,81.0,0.0,62.8,clay,seedling,LOW
18.0,29.2,37.3,69.7,loamy,fruiting,LOW
25.3,72.3,0.0,18.0,loamy,seedling,MEDIUM
30.9,77.4,0.0,55.9,loamy,fruiting,MEDIUM
31.8,36.1,0.0,24.4,sandy,seedling,HIGH
35.9,66.6,0.0,45.8,clay,seedling,MEDIUM
27.0,88.5,38.7,92.7,clay,fruiting,LOW
38.8,32.1,0.0,30.3,sandy,vegetative,HIGH
29.8,80.1,0.0,53.2,loamy,flowering,MEDIUM
24.2,72.2,0.0,57.4,sandy,seedling,MEDIUM
37.6,50.1,3.4,46.1,sandy,fruiting,HIGH
27.9,25.7,0.0,46.1,clay,flowering,LOW
26.6,63.7,0.0,88.6,sandy,fruiting,LOW
31.6,50.6,0.0,46.2,clay,seedling,MEDIUM
33.7,78.1,0.0,52.9,loamy,fruiting,MEDIUM
39.2,61.4,0.0,24.5,sandy,fruiting,HIGH
22.6,50.9,12.4,64.5,sandy,flowering,LOW
32.4,70.3,3.6,59.8,clay,fruiting,LOW
23.6,29.1,0.0,48.4,clay,seedling,MEDIUM
20.3,77.1,0.0,22.7,clay,seedling,MEDIUM
23.5,70.1,1.1,46.0,loamy,flowering,MEDIUM
26.0,75.1,0.0,67.3,clay,seedling,LOW
20.4,56.9,0.0,50.3,loamy,fruiting,MEDIUM
41.0,93.5,22.1,51.6,loamy,vegetative,LOW
18.1,49.4,0.0,65.6,clay,seedling,LOW
18.1,48.4,0.0,69.1,clay,flowering,LOW
19.2,54.7,18.7,50.7,clay,seedling,LOW
32.0,47.3,2.2,34.6,clay,flowering,MEDIUM
40.2,90.7,0.0,23.7,sandy,seedling,HIGH
34.3,67.1,0.0,31.7,loamy,flowering,HIGH
29.2,36.8,0.7,32.1,loamy,seedling,HIGH
18.6,80.5,8.4,65.8,loamy,flowering,LOW
23.9,75.4,1.6,59.6,sandy,seedling,MEDIUM
32.5,55.0,0.0,39.1,clay,vegetative,LOW
24.9,48.7,0.0,80.2,sandy,flowering,MEDIUM
29.6,50.3,2.6,76.9,sandy,seedling,MEDIUM
30.3,45.0,4.3,58.2,clay,fruiting,MEDIUM
23.1,57.7,10.5,36.8,clay,vegetative,LOW
25.3,70.0,0.0,48.9,clay,vegetative,MEDIUM
25.8,53.9,0.0,53.7,loamy,flowering,MEDIUM
21.5,82.2,18.1,87.9,loamy,fruiting,LOW
36.4,75.0,0.0,17.5,loamy,seedling,HIGH
20.9,31.9,2.2,89.1,sandy,flowering,LOW
41.0,66.2,0.0,24.3,loamy,fruiting,HIGH
21.4,86.2,24.7,86.6,loamy,seedling,LOW
41.8,49.4,0.0,25.3,loamy,flowering,HIGH
26.5,30.2,4.4,75.9,loamy,flowering,LOW
30.5,60.7,0.0,53.2,clay,seedling,LOW
26.6,62.8,0.0,14.8,sandy,fruiting,HIGH
28.1,81.0,1.8,59.5,sandy,seedling,MEDIUM
30.6,92.7,1.8,68.0,loamy,vegetative,LOW
24.0,46.9,27.3,95.0,loamy,seedling,LOW
28.3,28.3,2.8,77.4,sandy,vegetative,LOW
20.7,74.2,0.0,59.2,loamy,seedling,MEDIUM
40.1,50.2,14.2,37.0,clay,vegetative,LOW
22.8,60.5,0.0,86.0,loamy,vegetative,LOW
31.8,30.4,3.9,53.3,sandy,seedling,HIGH
34.2,75.5,0.0,49.0,loamy,fruiting,MEDIUM
28.2,68.6,13.4,95.0,clay,vegetative,LOW
41.9,35.3,0.0,47.9,loamy,flowering,HIGH
22.0,34.1,5.5,55.6,loamy,fruiting,LOW
41.9,49.0,2.0,40.1,clay,seedling,MEDIUM
34.0,59.5,3.5,26.7,loamy,vegetative,MEDIUM
37.6,40.0,0.0,33.3,sandy,seedling,HIGH
41.8,40.9,0.0,61.4,sandy,flowering,HIGH
39.0,71.5,0.0,40.9,loamy,flowering,MEDIUM
32.8,92.1,0.0,52.2,clay,flowering,MEDIUM
21.0,60.5,8.2,51.6,loamy,fruiting,LOW
39.8,46.2,3.9,41.7,loamy,flowering,HIGH
34.0,76.7,0.0,60.3,clay,vegetative,LOW
38.2,32.3,0.0,49.5,loamy,vegetative,MEDIUM
26.5,72.7,0.0,55.7,loamy,vegetative,MEDIUM
24.7,41.9,0.0,36.8,loamy,flowering,HIGH
25.6,90.7,0.0,37.1,loamy,seedling,MEDIUM
38.7,78.7,0.0,37.8,sandy,flowering,HIGH
29.9,29.0,0.0,41.9,loamy,fruiting,HIGH
24.3,29.7,0.0,35.6,sandy,vegetative,MEDIUM
23.4,41.3,4.9,45.7,clay,flowering,LOW
34.9,34.2,28.9,79.2,sandy,vegetative,LOW
26.5,25.6,25.1,61.4,clay,vegetative,LOW
22.1,58.3,0.0,76.5,sandy,vegetative,LOW
20.4,79.2,7.8,89.5,sandy,seedling,LOW
36.6,43.2,0.0,28.7,loamy,vegetative,MEDIUM
24.8,37.7,0.0,41.4,loamy,flowering,MEDIUM
31.7,44.3,8.2,39.3,loamy,vegetative,MEDIUM
24.6,89.4,24.8,73.7,sandy,seedling,LOW
18.2,53.0,0.0,55.0,clay,flowering,MEDIUM
38.3,82.9,0.0,41.2,loamy,vegetative,MEDIUM
19.5,47.5,2.1,61.9,loamy,fruiting,LOW
19.5,30.7,0.0,63.8,clay,vegetative,LOW
20.4,40.2,21.4,44.9,clay,flowering,LOW
20.9,72.6,0.0,57.8,sandy,seedling,MEDIUM
21.7,67.5,0.0,77.3,loamy,fruiting,LOW
21.8,33.6,0.0,23.2,sandy,fruiting,HIGH
33.3,57.2,4.8,42.7,loamy,vegetative,MEDIUM
34.5,46.2,2.5,66.8,sandy,flowering,MEDIUM
18.6,32.2,0.0,82.8,clay,flowering,LOW
36.4,58.3,0.0,29.9,loamy,flowering,HIGH
41.3,69.3,0.0,25.1,clay,vegetative,MEDIUM
30.3,47.9,2.0,62.9,clay,fruiting,MEDIUM
26.8,93.8,3.1,75.3,loamy,seedling,LOW
31.5,29.5,0.0,38.6,clay,fruiting,MEDIUM
33.2,93.3,6.4,14.6,sandy,vegetative,MEDIUM
31.5,43.2,8.3,46.3,clay,seedling,MEDIUM
30.1,33.8,0.0,60.9,loamy,seedling,MEDIUM
24.4,71.7,0.0,56.5,loamy,vegetative,MEDIUM
25.5,38.1,0.0,48.5,loamy,flowering,MEDIUM
29.6,36.8,0.0,26.7,sandy,flowering,HIGH
22.7,52.5,0.0,46.3,sandy,vegetative,MEDIUM
38.7,82.1,0.0,38.9,clay,vegetative,MEDIUM
40.0,44.1,0.0,26.2,loamy,vegetative,MEDIUM
35.3,46.0,0.0,25.4,sandy,seedling,HIGH
38.1,38.5,0.0,38.6,clay,fruiting,MEDIUM
18.2,62.2,29.3,63.6,clay,seedling,LOW
39.4,90.9,0.0,50.8,clay,fruiting,MEDIUM
31.5,57.4,0.0,21.6,sandy,fruiting,HIGH
19.4,49.9,0.0,65.2,loamy,seedling,MEDIUM
33.5,81.9,2.8,44.6,clay,flowering,MEDIUM
39.7,68.5,5.4,54.5,loamy,vegetative,LOW
37.8,45.2,0.0,26.5,clay,fruiting,MEDIUM
35.8,65.1,0.0,51.9,loamy,fruiting,MEDIUM
38.9,28.2,0.0,30.0,loamy,seedling,HIGH
34.0,44.1,0.0,38.9,loamy,flowering,HIGH
21.6,69.7,0.0,55.5,loamy,flowering,MEDIUM
31.8,55.9,0.0,31.2,loamy,seedling,HIGH
24.8,45.1,0.0,39.0,sandy,fruiting,MEDIUM
20.5,88.3,14.8,57.2,clay,fruiting,LOW
18.8,67.4,0.0,65.3,loamy,flowering,LOW
29.8,82.9,9.0,76.2,sandy,fruiting,LOW
28.0,56.8,0.0,38.3,clay,fruiting,MEDIUM
26.6,94.9,7.5,58.2,sandy,seedling,LOW
18.9,61.8,8.1,62.1,sandy,vegetative,LOW
33.8,25.5,31.1,60.9,loamy,fruiting,LOW
26.7,47.9,0.0,53.0,clay,flowering,MEDIUM
29.0,64.0,13.9,25.0,sandy,fruiting,MEDIUM
26.5,61.5,2.9,63.8,sandy,seedling,MEDIUM
29.6,94.4,0.0,32.0,loamy,flowering,MEDIUM
18.4,36.2,2.2,63.5,loamy,vegetative,MEDIUM
38.2,54.4,4.4,57.2,clay,fruiting,MEDIUM
28.3,33.9,37.3,53.3,clay,vegetative,LOW
23.3,82.7,14.2,94.7,sandy,vegetative,LOW
32.9,83.2,10.9,57.7,loamy,flowering,LOW
18.2,32.3,0.0,75.7,clay,fruiting,MEDIUM
24.9,39.5,0.0,70.6,sandy,flowering,MEDIUM
37.0,75.4,4.5,52.1,clay,flowering,MEDIUM
41.1,80.7,3.7,55.4,loamy,fruiting,MEDIUM
19.2,45.0,0.0,33.1,sandy,seedling,HIGH
19.8,66.9,22.2,35.9,sandy,vegetative,LOW
26.4,61.4,0.0,49.3,loamy,flowering,MEDIUM
35.5,77.6,6.0,13.8,clay,fruiting,MEDIUM
25.8,34.2,0.0,58.6,sandy,flowering,MEDIUM
36.2,30.0,0.0,60.9,loamy,vegetative,MEDIUM
18.4,33.6,0.0,37.7,loamy,vegetative,MEDIUM
36.0,56.0,2.2,35.6,sandy,seedling,HIGH
19.8,46.6,0.0,11.2,loamy,fruiting,HIGH
31.0,91.3,0.0,58.2,sandy,flowering,MEDIUM
29.9,49.8,0.0,54.4,clay,fruiting,MEDIUM
24.5,60.1,0.0,28.3,clay,fruiting,MEDIUM
40.4,70.0,0.0,47.0,loamy,fruiting,HIGH
20.2,91.0,2.6,52.0,clay,seedling,LOW
35.7,79.8,0.0,67.9,loamy,seedling,MEDIUM
25.2,55.3,4.8,68.1,loamy,vegetative,LOW
35.4,29.1,0.0,54.3,clay,seedling,MEDIUM
27.9,90.8,0.0,62.2,sandy,flowering,MEDIUM
37.5,80.1,7.3,48.0,loamy,vegetative,MEDIUM
31.9,82.9,5.5,40.2,loamy,vegetative,MEDIUM
19.6,69.6,0.0,45.6,sandy,flowering,MEDIUM
23.4,82.1,0.0,29.8,loamy,fruiting,MEDIUM
39.2,38.2,0.0,38.7,clay,flowering,MEDIUM
34.8,69.5,11.2,48.9,sandy,flowering,MEDIUM
41.7,26.5,0.0,33.3,loamy,seedling,HIGH
20.3,30.2,0.0,31.5,clay,vegetative,MEDIUM
27.9,39.2,0.0,59.0,clay,vegetative,LOW
21.3,37.3,0.0,48.5,sandy,vegetative,MEDIUM
23.9,67.5,0.0,48.3,clay,flowering,MEDIUM
25.5,93.2,4.7,34.0,loamy,flowering,LOW
21.8,61.6,0.0,53.4,loamy,flowering,MEDIUM
38.4,91.7,7.0,51.4,sandy,flowering,MEDIUM
31.3,56.0,0.0,73.4,sandy,seedling,MEDIUM
23.9,52.5,0.0,76.1,sandy,flowering,MEDIUM
37.7,42.1,0.0,42.1,loamy,fruiting,HIGH
37.1,71.5,3.8,55.5,loamy,flowering,MEDIUM
30.6,40.9,0.0,44.7,sandy,seedling,HIGH
29.2,64.9,34.2,59.5,sandy,vegetative,LOW
40.9,25.3,34.0,42.6,clay,vegetative,LOW
23.4,59.4,0.0,89.2,sandy,seedling,LOW
21.4,74.5,4.5,29.1,loamy,fruiting,MEDIUM
22.1,93.7,14.0,46.3,sandy,seedling,LOW
35.6,87.4,1.2,42.5,sandy,seedling,MEDIUM
40.4,48.9,3.3,52.8,loamy,flowering,MEDIUM
21.5,43.3,5.0,34.6,loamy,flowering,MEDIUM
23.2,71.6,0.0,54.6,sandy,fruiting,MEDIUM
30.2,64.3,0.0,38.9,clay,flowering,MEDIUM
37.5,84.9,0.0,34.5,sandy,flowering,HIGH
39.9,44.3,0.0,38.1,sandy,seedling,HIGH
30.6,39.6,0.0,25.7,sandy,vegetative,HIGH
26.2,34.2,3.1,22.8,clay,vegetative,MEDIUM
30.2,42.6,27.3,33.4,clay,vegetative,LOW
20.3,63.1,0.0,72.2,loamy,vegetative,LOW
27.9,58.3,0.0,41.5,sandy,vegetative,MEDIUM
32.0,88.4,4.6,57.1,sandy,fruiting,MEDIUM
32.6,79.4,0.0,74.6,clay,seedling,LOW
30.6,78.9,0.0,63.4,sandy,seedling,MEDIUM
27.0,57.0,0.0,30.9,loamy,fruiting,MEDIUM
37.7,44.5,3.5,5.0,sandy,vegetative,HIGH
31.4,45.9,2.7,65.6,sandy,seedling,MEDIUM
39.0,74.3,5.6,34.0,clay,seedling,MEDIUM
21.5,38.7,0.0,71.0,loamy,seedling,MEDIUM
26.7,79.9,33.2,70.6,loamy,seedling,LOW
24.3,33.6,8.3,60.3,sandy,flowering,LOW
40.3,77.7,27.8,55.0,clay,seedling,LOW
36.3,65.1,0.0,63.5,sandy,seedling,MEDIUM
21.2,55.6,0.0,63.0,clay,vegetative,LOW
38.8,87.7,13.4,62.7,clay,vegetative,LOW
27.7,69.4,0.0,58.3,sandy,flowering,MEDIUM
34.6,41.2,4.9,94.7,sandy,seedling,MEDIUM
22.5,49.4,18.9,84.3,sandy,flowering,LOW
23.6,63.5,0.0,74.7,clay,flowering,LOW
27.0,53.1,0.0,56.9,loamy,vegetative,MEDIUM
35.1,58.7,0.0,53.8,clay,vegetative,LOW
41.2,50.3,2.5,31.1,clay,seedling,MEDIUM
38.1,38.1,0.0,62.0,sandy,seedling,HIGH
29.5,88.3,0.0,69.2,clay,vegetative,LOW
23.3,85.3,3.2,70.1,clay,vegetative,LOW
30.2,44.2,0.0,68.3,loamy,vegetative,MEDIUM
34.5,27.7,25.6,83.0,clay,seedling,LOW
27.5,88.5,3.0,49.1,clay,seedling,LOW
35.7,26.8,0.0,40.6,sandy,fruiting,HIGH
29.6,44.0,0.0,65.9,loamy,vegetative,MEDIUM
23.6,70.3,4.5,51.8,loamy,seedling,LOW
30.2,76.2,0.0,20.0,sandy,flowering,MEDIUM
36.4,75.8,0.0,33.5,loamy,fruiting,HIGH
38.1,93.3,0.0,63.7,sandy,vegetative,MEDIUM
33.1,80.0,13.5,32.5,loamy,seedling,MEDIUM
41.7,91.5,0.0,41.5,loamy,seedling,MEDIUM
29.9,39.9,0.0,16.4,loamy,seedling,HIGH
24.2,48.7,0.0,35.1,clay,vegetative,MEDIUM
26.5,47.5,4.7,46.1,loamy,flowering,MEDIUM
25.2,48.5,0.9,59.4,clay,flowering,LOW
35.2,37.0,0.0,29.3,clay,seedling,HIGH
30.9,28.3,0.0,53.5,sandy,flowering,HIGH
34.6,72.4,0.0,37.2,loamy,seedling,HIGH
